"lat","long","year","catch","spp","waterTmpC","TowID"
59.34285,-163.99968,1995,0,"walleye pollock",5.9,"1995_59.34285_-163.99968"
59.34433,-168.57595,1995,2.8934,"walleye pollock",-9999,"1995_59.34433_-168.57595"
60.01175,-171.31393,1995,0.6369,"walleye pollock",-1.5,"1995_60.01175_-171.31393"
60.01205,-169.98877,1995,8.4503,"walleye pollock",-0.6,"1995_60.01205_-169.98877"
58.34552,-169.11977,1995,11.6434,"walleye pollock",-0.4,"1995_58.34552_-169.11977"
58.34683,-171.0289,1995,2.6744,"walleye pollock",-0.3,"1995_58.34683_-171.0289"
58.34928,-172.93842,1995,1486.4891,"walleye pollock",2.1,"1995_58.34928_-172.93842"
59.01895,-171.7752,1995,2.9097,"walleye pollock",-0.9,"1995_59.01895_-171.7752"
59.0209,-176.31022,1995,126.3499,"walleye pollock",2,"1995_59.0209_-176.31022"
59.02295,-174.39628,1995,464.52,"walleye pollock",2.5,"1995_59.02295_-174.39628"
59.34613,-173.79125,1995,60.3086,"walleye pollock",1.3,"1995_59.34613_-173.79125"
59.34763,-165.32562,1995,3.3439,"walleye pollock",7.4,"1995_59.34763_-165.32562"
59.35938,-171.83238,1995,0.239,"walleye pollock",-1.5,"1995_59.35938_-171.83238"
60.0152,-177.96708,1995,79.314,"walleye pollock",1.6,"1995_60.0152_-177.96708"
60.02317,-174.59983,1995,273.6199,"walleye pollock",0.8,"1995_60.02317_-174.59983"
60.02495,-171.96017,1995,0.5008,"walleye pollock",-1,"1995_60.02495_-171.96017"
58.35442,-168.45475,1995,7.4788,"walleye pollock",0.6,"1995_58.35442_-168.45475"
58.63247,-172.9748,1995,268.6003,"walleye pollock",1.9,"1995_58.63247_-172.9748"
58.64982,-175.54795,1995,12.1089,"walleye pollock",2.6,"1995_58.64982_-175.54795"
59.02497,-177.59545,1995,1.2802,"walleye pollock",2.4,"1995_59.02497_-177.59545"
59.03862,-163.34213,1995,3.8047,"walleye pollock",6.7,"1995_59.03862_-163.34213"
59.31353,-175.7503,1995,54.7393,"walleye pollock",1.9,"1995_59.31353_-175.7503"
59.36807,-176.38978,1995,230.6583,"walleye pollock",1.9,"1995_59.36807_-176.38978"
59.4802,-172.92383,1995,21.1159,"walleye pollock",-0.3,"1995_59.4802_-172.92383"
59.51133,-173.50577,1995,553.2218,"walleye pollock",0.3,"1995_59.51133_-173.50577"
60.1475,-173.03483,1995,2.3833,"walleye pollock",-9999,"1995_60.1475_-173.03483"
60.16198,-172.33792,1995,1.5238,"walleye pollock",-9999,"1995_60.16198_-172.33792"
60.18922,-174.3974,1995,21.2605,"walleye pollock",-1,"1995_60.18922_-174.3974"
60.293,-173.3955,1995,3.5392,"walleye pollock",-9999,"1995_60.293_-173.3955"
58.65277,-165.95102,1995,7.7061,"walleye pollock",4.1,"1995_58.65277_-165.95102"
58.65328,-169.79915,1995,12.1898,"walleye pollock",-1,"1995_58.65328_-169.79915"
58.65443,-166.57445,1995,7.0597,"walleye pollock",3.1,"1995_58.65443_-166.57445"
59.31648,-169.8876,1995,8.0363,"walleye pollock",-0.8,"1995_59.31648_-169.8876"
59.31755,-167.91273,1995,1.3026,"walleye pollock",3.2,"1995_59.31755_-167.91273"
59.31965,-166.59112,1995,0.0345,"walleye pollock",5.3,"1995_59.31965_-166.59112"
59.64317,-165.93997,1995,2.952,"walleye pollock",7.1,"1995_59.64317_-165.93997"
59.65098,-175.87387,1995,44.0685,"walleye pollock",1.6,"1995_59.65098_-175.87387"
60.01398,-168.63783,1995,17.9144,"walleye pollock",3.7,"1995_60.01398_-168.63783"
58.6554,-165.30345,1995,24.7463,"walleye pollock",3.3,"1995_58.6554_-165.30345"
58.65713,-164.01845,1995,8.7669,"walleye pollock",-9999,"1995_58.65713_-164.01845"
58.65763,-163.36203,1995,0,"walleye pollock",4.5,"1995_58.65763_-163.36203"
59.32255,-172.49272,1995,24.5467,"walleye pollock",-0.7,"1995_59.32255_-172.49272"
59.32455,-167.2475,1995,0.3525,"walleye pollock",4.2,"1995_59.32455_-167.2475"
59.65117,-166.64118,1995,4.3387,"walleye pollock",5.9,"1995_59.65117_-166.64118"
59.6512,-173.19362,1995,25.7828,"walleye pollock",-0.5,"1995_59.6512_-173.19362"
59.65188,-167.28932,1995,1.0998,"walleye pollock",5.2,"1995_59.65188_-167.28932"
60.14063,-173.74703,1995,5.7693,"walleye pollock",-1.4,"1995_60.14063_-173.74703"
58.65838,-170.43572,1995,4.4265,"walleye pollock",-1.1,"1995_58.65838_-170.43572"
58.66245,-172.36227,1995,3802.4134,"walleye pollock",0.8,"1995_58.66245_-172.36227"
58.66782,-171.06338,1995,2.8792,"walleye pollock",-1.2,"1995_58.66782_-171.06338"
59.3255,-165.94043,1995,3.6158,"walleye pollock",6.8,"1995_59.3255_-165.94043"
59.32573,-175.09313,1995,79.7403,"walleye pollock",2,"1995_59.32573_-175.09313"
59.65257,-167.9511,1995,2.3999,"walleye pollock",3.8,"1995_59.65257_-167.9511"
59.65535,-170.57832,1995,1.5518,"walleye pollock",-1.5,"1995_59.65535_-170.57832"
59.65535,-169.96055,1995,10.1572,"walleye pollock",-0.6,"1995_59.65535_-169.96055"
60.31462,-170.04642,1995,5.6315,"walleye pollock",-0.6,"1995_60.31462_-170.04642"
58.66903,-173.63063,1995,57.8363,"walleye pollock",2.8,"1995_58.66903_-173.63063"
58.67003,-176.16077,1995,18.3545,"walleye pollock",2.7,"1995_58.67003_-176.16077"
58.67045,-169.16185,1995,28.5805,"walleye pollock",-0.2,"1995_58.67045_-169.16185"
57.67767,-164.60652,1995,9.6714,"walleye pollock",0.4,"1995_57.67767_-164.60652"
57.68348,-170.82405,1995,82.7094,"walleye pollock",1.7,"1995_57.68348_-170.82405"
57.68413,-169.08532,1995,40.0935,"walleye pollock",0.1,"1995_57.68413_-169.08532"
59.65875,-175.1011,1995,32.0215,"walleye pollock",1.7,"1995_59.65875_-175.1011"
59.66183,-172.561,1995,0.6095,"walleye pollock",-9999,"1995_59.66183_-172.561"
58.00857,-159.59667,1995,22.7655,"walleye pollock",2.4,"1995_58.00857_-159.59667"
58.00902,-165.25378,1995,4.514,"walleye pollock",0.8,"1995_58.00902_-165.25378"
58.00998,-167.17128,1995,19.5839,"walleye pollock",0,"1995_58.00998_-167.17128"
58.67115,-162.70805,1995,2.1822,"walleye pollock",5.3,"1995_58.67115_-162.70805"
58.67317,-176.8363,1995,2.063,"walleye pollock",2.3,"1995_58.67317_-176.8363"
58.67667,-168.483,1995,26.3523,"walleye pollock",-9999,"1995_58.67667_-168.483"
57.68715,-171.52742,1995,156.6274,"walleye pollock",1.6,"1995_57.68715_-171.52742"
57.82705,-170.58767,1995,156.5664,"walleye pollock",1.2,"1995_57.82705_-170.58767"
57.83168,-170.01208,1995,94.6236,"walleye pollock",0.1,"1995_57.83168_-170.01208"
59.66745,-177.13292,1995,105.3521,"walleye pollock",2.2,"1995_59.66745_-177.13292"
59.67022,-173.85027,1995,489.4932,"walleye pollock",-9999,"1995_59.67022_-173.85027"
58.01305,-171.59757,1995,445.9838,"walleye pollock",1.1,"1995_58.01305_-171.59757"
58.0133,-167.80078,1995,32.6266,"walleye pollock",0,"1995_58.0133_-167.80078"
58.01655,-168.42978,1995,7.7561,"walleye pollock",0.3,"1995_58.01655_-168.42978"
58.67928,-167.87787,1995,13.6957,"walleye pollock",-9999,"1995_58.67928_-167.87787"
58.68197,-167.23248,1995,26.6671,"walleye pollock",3.5,"1995_58.68197_-167.23248"
58.6838,-164.66772,1995,5.2376,"walleye pollock",-9999,"1995_58.6838_-164.66772"
57.83778,-168.736,1995,13.1554,"walleye pollock",0.2,"1995_57.83778_-168.736"
57.85007,-169.34557,1995,11.5865,"walleye pollock",0.2,"1995_57.85007_-169.34557"
59.67967,-171.2289,1995,0.1593,"walleye pollock",-1.5,"1995_59.67967_-171.2289"
59.68267,-174.43862,1995,61.474,"walleye pollock",0.9,"1995_59.68267_-174.43862"
59.68278,-169.27165,1995,26.1089,"walleye pollock",1.9,"1995_59.68278_-169.27165"
58.01702,-170.96568,1995,59.7803,"walleye pollock",0.7,"1995_58.01702_-170.96568"
58.01833,-169.05782,1995,0.0947,"walleye pollock",-0.2,"1995_58.01833_-169.05782"
58.68405,-171.71062,1995,2.4294,"walleye pollock",-1,"1995_58.68405_-171.71062"
58.69077,-174.27763,1995,17.5892,"walleye pollock",3,"1995_58.69077_-174.27763"
57.96923,-162.12615,1995,82.1066,"walleye pollock",2.9,"1995_57.96923_-162.12615"
57.97657,-172.8654,1995,90.5737,"walleye pollock",2.4,"1995_57.97657_-172.8654"
57.98068,-158.9687,1995,23.4436,"walleye pollock",2.4,"1995_57.98068_-158.9687"
59.68597,-171.90113,1995,0.0255,"walleye pollock",-1.5,"1995_59.68597_-171.90113"
59.68612,-168.60153,1995,11.5653,"walleye pollock",-9999,"1995_59.68612_-168.60153"
59.68848,-176.53508,1995,130.5742,"walleye pollock",1.7,"1995_59.68848_-176.53508"
58.2063,-161.54092,1995,0.6377,"walleye pollock",3.6,"1995_58.2063_-161.54092"
58.28783,-160.0125,1995,1.1461,"walleye pollock",2.4,"1995_58.28783_-160.0125"
58.31357,-165.92967,1995,21.8952,"walleye pollock",2.7,"1995_58.31357_-165.92967"
58.71247,-174.89372,1995,7.6487,"walleye pollock",2.8,"1995_58.71247_-174.89372"
58.98473,-175.73115,1995,45.3805,"walleye pollock",2.1,"1995_58.98473_-175.73115"
58.98595,-164.01283,1995,4.4873,"walleye pollock",4.9,"1995_58.98595_-164.01283"
57.9823,-170.31882,1995,44.4938,"walleye pollock",0.1,"1995_57.9823_-170.31882"
57.98468,-173.45147,1995,0.0699,"walleye pollock",3.3,"1995_57.98468_-173.45147"
57.98628,-166.5196,1995,14.4416,"walleye pollock",0.5,"1995_57.98628_-166.5196"
59.81508,-172.9472,1995,1.0017,"walleye pollock",-1.5,"1995_59.81508_-172.9472"
59.82853,-172.25687,1995,0.0309,"walleye pollock",-1.4,"1995_59.82853_-172.25687"
58.31478,-166.5511,1995,25.3626,"walleye pollock",2.9,"1995_58.31478_-166.5511"
58.31843,-170.3917,1995,7.1927,"walleye pollock",1.2,"1995_58.31843_-170.3917"
58.31867,-162.0655,1995,2.2427,"walleye pollock",3.4,"1995_58.31867_-162.0655"
58.98777,-166.57742,1995,4.351,"walleye pollock",4.5,"1995_58.98777_-166.57742"
58.98802,-173.06625,1995,400.4602,"walleye pollock",1.2,"1995_58.98802_-173.06625"
58.98947,-167.22165,1995,8.2797,"walleye pollock",4.3,"1995_58.98947_-167.22165"
57.98843,-163.36923,1995,43.2364,"walleye pollock",2,"1995_57.98843_-163.36923"
57.99048,-161.46927,1995,18.4094,"walleye pollock",2.4,"1995_57.99048_-161.46927"
57.99138,-164.0323,1995,20.649,"walleye pollock",2.5,"1995_57.99138_-164.0323"
59.84533,-173.58357,1995,332.2882,"walleye pollock",-0.2,"1995_59.84533_-173.58357"
58.3208,-164.03056,1995,5.2948,"walleye pollock",2.8,"1995_58.3208_-164.03056"
58.32137,-163.3821,1995,82.6102,"walleye pollock",3.2,"1995_58.32137_-163.3821"
58.99022,-165.96208,1995,2.5501,"walleye pollock",4.8,"1995_58.99022_-165.96208"
58.9919,-170.47702,1995,10.3254,"walleye pollock",-1.2,"1995_58.9919_-170.47702"
57.998,-160.86348,1995,14.9333,"walleye pollock",2.4,"1995_57.998_-160.86348"
56.4251,-169.50217,1996,0,"walleye pollock",3.8,"1996_56.4251_-169.50217"
56.68305,-166.39932,1996,2.8877,"walleye pollock",2,"1996_56.68305_-166.39932"
56.6847,-170.72247,1996,1.0806,"walleye pollock",4.1,"1996_56.6847_-170.72247"
55.98342,-167.62922,1996,0.0625,"walleye pollock",4.3,"1996_55.98342_-167.62922"
55.9873,-163.97013,1996,6.4662,"walleye pollock",2.7,"1996_55.9873_-163.97013"
55.98997,-165.78403,1996,0.1235,"walleye pollock",4.2,"1996_55.98997_-165.78403"
56.30607,-167.66918,1996,2.0351,"walleye pollock",4.1,"1996_56.30607_-167.66918"
56.63207,-165.82717,1996,1.0577,"walleye pollock",1.4,"1996_56.63207_-165.82717"
56.64023,-164.00587,1996,43.8372,"walleye pollock",1.3,"1996_56.64023_-164.00587"
56.83868,-169.28452,1996,1224.0133,"walleye pollock",3.6,"1996_56.83868_-169.28452"
56.8394,-169.90415,1996,403.7972,"walleye pollock",4.9,"1996_56.8394_-169.90415"
56.84037,-170.4785,1996,108.269,"walleye pollock",5.1,"1996_56.84037_-170.4785"
55.99232,-163.40015,1996,616.2817,"walleye pollock",3.2,"1996_55.99232_-163.40015"
55.9931,-166.9849,1996,2.4539,"walleye pollock",4.4,"1996_55.9931_-166.9849"
55.99377,-166.40313,1996,6.107,"walleye pollock",4.3,"1996_55.99377_-166.40313"
56.31107,-168.23865,1996,0.02,"walleye pollock",4,"1996_56.31107_-168.23865"
56.3205,-160.9998,1996,23.2561,"walleye pollock",5.2,"1996_56.3205_-160.9998"
56.64318,-168.9101,1996,0.7591,"walleye pollock",3.5,"1996_56.64318_-168.9101"
56.6518,-163.38245,1996,1.3724,"walleye pollock",2.2,"1996_56.6518_-163.38245"
55.99452,-162.83312,1996,12.803,"walleye pollock",-9999,"1996_55.99452_-162.83312"
55.99618,-165.17522,1996,4.619,"walleye pollock",3.6,"1996_55.99618_-165.17522"
56.32172,-166.41768,1996,338.4696,"walleye pollock",3.3,"1996_56.32172_-166.41768"
56.3222,-165.79323,1996,136.6042,"walleye pollock",2.9,"1996_56.3222_-165.79323"
56.32543,-163.4019,1996,46.0735,"walleye pollock",3.2,"1996_56.32543_-163.4019"
56.6521,-167.66862,1996,113.8574,"walleye pollock",3.2,"1996_56.6521_-167.66862"
56.65243,-162.79583,1996,125.897,"walleye pollock",3.2,"1996_56.65243_-162.79583"
56.65343,-161.57178,1996,105.7011,"walleye pollock",3.4,"1996_56.65343_-161.57178"
56.0087,-162.23067,1996,539.2338,"walleye pollock",4.7,"1996_56.0087_-162.23067"
56.00903,-164.5741,1996,88.6034,"walleye pollock",2.7,"1996_56.00903_-164.5741"
56.32713,-167.03448,1996,0.5906,"walleye pollock",3.9,"1996_56.32713_-167.03448"
56.33108,-161.58278,1996,166.448,"walleye pollock",4.7,"1996_56.33108_-161.58278"
56.33143,-162.80098,1996,8.8528,"walleye pollock",3,"1996_56.33143_-162.80098"
56.6575,-160.98108,1996,87.2366,"walleye pollock",4.4,"1996_56.6575_-160.98108"
56.65962,-167.06798,1996,227.5826,"walleye pollock",3,"1996_56.65962_-167.06798"
56.8512,-168.61317,1996,283.3529,"walleye pollock",3.3,"1996_56.8512_-168.61317"
56.01865,-168.24528,1996,0.0793,"walleye pollock",4,"1996_56.01865_-168.24528"
56.33287,-170.05892,1996,0.706,"walleye pollock",4,"1996_56.33287_-170.05892"
56.33868,-168.90827,1996,0.0202,"walleye pollock",4,"1996_56.33868_-168.90827"
56.33915,-162.20983,1996,151.2406,"walleye pollock",4.3,"1996_56.33915_-162.20983"
56.34173,-164.586,1996,9.7603,"walleye pollock",2.5,"1996_56.34173_-164.586"
56.342,-170.68658,1996,0.0958,"walleye pollock",4.1,"1996_56.342_-170.68658"
56.66397,-171.98472,1996,68.8933,"walleye pollock",4,"1996_56.66397_-171.98472"
56.66472,-172.56232,1996,3.4066,"walleye pollock",4,"1996_56.66472_-172.56232"
56.345,-165.20983,1996,72.1584,"walleye pollock",2,"1996_56.345_-165.20983"
56.66678,-160.34978,1996,52.9523,"walleye pollock",5.3,"1996_56.66678_-160.34978"
56.6693,-171.364,1996,7.7039,"walleye pollock",4.1,"1996_56.6693_-171.364"
56.67107,-169.49583,1996,16.9624,"walleye pollock",5.6,"1996_56.67107_-169.49583"
56.34842,-164.03047,1996,4.9758,"walleye pollock",-9999,"1996_56.34842_-164.03047"
56.67532,-170.1261,1996,45.4812,"walleye pollock",6.1,"1996_56.67532_-170.1261"
56.67537,-164.60488,1996,13.3146,"walleye pollock",2.6,"1996_56.67537_-164.60488"
56.67543,-162.189,1996,21.4463,"walleye pollock",3.7,"1996_56.67543_-162.189"
56.67623,-159.75048,1996,2.7578,"walleye pollock",6.2,"1996_56.67623_-159.75048"
56.6794,-165.22003,1996,128.7907,"walleye pollock",2.2,"1996_56.6794_-165.22003"
56.68275,-168.2882,1996,108.8974,"walleye pollock",3.6,"1996_56.68275_-168.2882"
54.681,-165.14682,1996,21.8661,"walleye pollock",5.7,"1996_54.681_-165.14682"
55.3443,-163.4294,1996,388.1395,"walleye pollock",4,"1996_55.3443_-163.4294"
55.34933,-163.98543,1996,672.4066,"walleye pollock",3.6,"1996_55.34933_-163.98543"
55.35223,-164.58413,1996,34.3815,"walleye pollock",4.7,"1996_55.35223_-164.58413"
55.65087,-167.58943,1996,0.2322,"walleye pollock",4.3,"1996_55.65087_-167.58943"
55.6569,-163.40078,1996,365.8177,"walleye pollock",3.5,"1996_55.6569_-163.40078"
55.35942,-167.5338,1996,1.1911,"walleye pollock",4.3,"1996_55.35942_-167.5338"
55.65758,-166.98472,1996,1.2139,"walleye pollock",4.3,"1996_55.65758_-166.98472"
55.6588,-165.79865,1996,0.0376,"walleye pollock",4.4,"1996_55.6588_-165.79865"
55.67327,-164.5941,1996,60.3377,"walleye pollock",-9999,"1996_55.67327_-164.5941"
55.67898,-162.84912,1996,82.1779,"walleye pollock",4.9,"1996_55.67898_-162.84912"
55.68068,-168.18958,1996,1.368,"walleye pollock",4.1,"1996_55.68068_-168.18958"
54.98797,-166.9309,1996,0,"walleye pollock",4.3,"1996_54.98797_-166.9309"
55.68373,-165.15558,1996,10.3891,"walleye pollock",4.1,"1996_55.68373_-165.15558"
54.9929,-165.75028,1996,46.6339,"walleye pollock",4.6,"1996_54.9929_-165.75028"
55.00253,-165.15317,1996,61.1039,"walleye pollock",4.6,"1996_55.00253_-165.15317"
55.66597,-166.38875,1996,0.0202,"walleye pollock",4.3,"1996_55.66597_-166.38875"
55.01225,-164.59938,1996,1.2367,"walleye pollock",5.2,"1996_55.01225_-164.59938"
55.31738,-165.78238,1996,0.443,"walleye pollock",4.3,"1996_55.31738_-165.78238"
55.32677,-166.9663,1996,0.4874,"walleye pollock",4.3,"1996_55.32677_-166.9663"
55.6813,-164.03247,1996,58.2855,"walleye pollock",2.9,"1996_55.6813_-164.03247"
55.02568,-166.36847,1996,0,"walleye pollock",4.2,"1996_55.02568_-166.36847"
55.33188,-165.1474,1996,151.1472,"walleye pollock",4.5,"1996_55.33188_-165.1474"
55.33522,-166.36352,1996,0.2363,"walleye pollock",4.2,"1996_55.33522_-166.36352"
54.82807,-165.51108,1996,27.6496,"walleye pollock",4.1,"1996_54.82807_-165.51108"
58.00782,-168.43393,1996,43.4155,"walleye pollock",2.1,"1996_58.00782_-168.43393"
58.00877,-171.00357,1996,46.0066,"walleye pollock",3.6,"1996_58.00877_-171.00357"
58.01017,-162.74205,1996,7.1976,"walleye pollock",4.2,"1996_58.01017_-162.74205"
58.01133,-159.6095,1996,47.9322,"walleye pollock",4.3,"1996_58.01133_-159.6095"
58.3103,-160.7408,1996,0,"walleye pollock",7.4,"1996_58.3103_-160.7408"
58.01445,-164.62245,1996,1.1051,"walleye pollock",4.2,"1996_58.01445_-164.62245"
58.01592,-172.88333,1996,40.6962,"walleye pollock",3.3,"1996_58.01592_-172.88333"
58.32178,-170.38175,1996,22.3536,"walleye pollock",2.3,"1996_58.32178_-170.38175"
58.01697,-164.0253,1996,4.4362,"walleye pollock",4.3,"1996_58.01697_-164.0253"
58.32298,-165.91515,1996,21.9228,"walleye pollock",3.7,"1996_58.32298_-165.91515"
58.32315,-163.36393,1996,0.1638,"walleye pollock",4.5,"1996_58.32315_-163.36393"
58.3232,-167.1829,1996,7.8574,"walleye pollock",3.9,"1996_58.3232_-167.1829"
58.32402,-162.69682,1996,1.9822,"walleye pollock",4.6,"1996_58.32402_-162.69682"
58.32528,-169.7243,1996,41.5395,"walleye pollock",1.5,"1996_58.32528_-169.7243"
58.65037,-165.92877,1996,15.6589,"walleye pollock",4.2,"1996_58.65037_-165.92877"
58.6509,-164.00147,1996,19.4825,"walleye pollock",4.8,"1996_58.6509_-164.00147"
58.32883,-163.99333,1996,2.3826,"walleye pollock",4,"1996_58.32883_-163.99333"
58.33192,-162.05182,1996,18.0143,"walleye pollock",5.6,"1996_58.33192_-162.05182"
58.65482,-170.42523,1996,6.5276,"walleye pollock",1,"1996_58.65482_-170.42523"
58.65692,-173.62998,1996,2.9964,"walleye pollock",3.5,"1996_58.65692_-173.62998"
58.3324,-169.10908,1996,45.7961,"walleye pollock",1.6,"1996_58.3324_-169.10908"
58.33313,-167.86507,1996,73.2905,"walleye pollock",2.3,"1996_58.33313_-167.86507"
58.33403,-166.55845,1996,6.0617,"walleye pollock",3.2,"1996_58.33403_-166.55845"
58.65693,-163.34462,1996,127.5024,"walleye pollock",5.5,"1996_58.65693_-163.34462"
58.65758,-169.78077,1996,16.3323,"walleye pollock",1.2,"1996_58.65758_-169.78077"
58.6584,-167.217,1996,4.986,"walleye pollock",4.4,"1996_58.6584_-167.217"
58.33473,-173.57007,1996,47.3243,"walleye pollock",3.7,"1996_58.33473_-173.57007"
58.33502,-171.64007,1996,55.4368,"walleye pollock",3.1,"1996_58.33502_-171.64007"
58.65982,-165.21143,1996,5.2681,"walleye pollock",4.1,"1996_58.65982_-165.21143"
58.6619,-172.36875,1996,57.8183,"walleye pollock",3.2,"1996_58.6619_-172.36875"
58.3393,-172.26738,1996,19.0648,"walleye pollock",3.2,"1996_58.3393_-172.26738"
58.66565,-176.22512,1996,2.7234,"walleye pollock",4.4,"1996_58.66565_-176.22512"
58.66575,-167.8637,1996,6.6426,"walleye pollock",2.3,"1996_58.66575_-167.8637"
58.66683,-162.70923,1996,5.3355,"walleye pollock",6.2,"1996_58.66683_-162.70923"
58.34143,-172.93795,1996,101.5198,"walleye pollock",3.3,"1996_58.34143_-172.93795"
58.34168,-174.32398,1996,0.3639,"walleye pollock",3.5,"1996_58.34168_-174.32398"
58.66758,-171.72975,1996,12.198,"walleye pollock",2.5,"1996_58.66758_-171.72975"
58.6684,-176.86605,1996,2.3824,"walleye pollock",4.1,"1996_58.6684_-176.86605"
58.20853,-161.54395,1996,13.9781,"walleye pollock",4.9,"1996_58.20853_-161.54395"
58.34307,-168.45808,1996,96.6666,"walleye pollock",1.8,"1996_58.34307_-168.45808"
58.3441,-164.63577,1996,5.6356,"walleye pollock",3.9,"1996_58.3441_-164.63577"
58.34683,-159.5573,1996,0.864,"walleye pollock",5.6,"1996_58.34683_-159.5573"
58.67167,-171.11078,1996,53.1859,"walleye pollock",1.8,"1996_58.67167_-171.11078"
58.67245,-172.99652,1996,50.3236,"walleye pollock",3.2,"1996_58.67245_-172.99652"
57.98838,-160.83842,1996,18.1386,"walleye pollock",4.3,"1996_57.98838_-160.83842"
57.99078,-165.89698,1996,7.6169,"walleye pollock",3.5,"1996_57.99078_-165.89698"
57.99162,-167.16823,1996,14.9892,"walleye pollock",1.6,"1996_57.99162_-167.16823"
58.348,-165.18433,1996,4.7498,"walleye pollock",3.8,"1996_58.348_-165.18433"
58.35392,-171.0165,1996,11.4488,"walleye pollock",2.3,"1996_58.35392_-171.0165"
58.67458,-174.94227,1996,0.0205,"walleye pollock",-9999,"1996_58.67458_-174.94227"
57.99725,-170.33478,1996,52.0069,"walleye pollock",2.5,"1996_57.99725_-170.33478"
57.99975,-171.61478,1996,37.9096,"walleye pollock",3.3,"1996_57.99975_-171.61478"
58.67485,-166.57718,1996,6.7344,"walleye pollock",3.9,"1996_58.67485_-166.57718"
58.67728,-168.49697,1996,20.7042,"walleye pollock",3.6,"1996_58.67728_-168.49697"
58.67832,-164.64823,1996,12.2332,"walleye pollock",4.6,"1996_58.67832_-164.64823"
58.00085,-161.48097,1996,93.4067,"walleye pollock",4.7,"1996_58.00085_-161.48097"
58.00089,-173.48107,1996,2.8679,"walleye pollock",3.7,"1996_58.00089_-173.48107"
58.68117,-174.24777,1996,0.2403,"walleye pollock",3.5,"1996_58.68117_-174.24777"
58.68243,-169.13265,1996,10.683,"walleye pollock",1.3,"1996_58.68243_-169.13265"
58.00387,-160.19412,1996,6.8377,"walleye pollock",3.7,"1996_58.00387_-160.19412"
58.00413,-162.13152,1996,69.0103,"walleye pollock",4.8,"1996_58.00413_-162.13152"
58.00602,-169.06035,1996,20.041,"walleye pollock",1.6,"1996_58.00602_-169.06035"
58.28612,-159.96658,1996,4.7196,"walleye pollock",4.3,"1996_58.28612_-159.96658"
58.68893,-175.55427,1996,0.4836,"walleye pollock",3.7,"1996_58.68893_-175.55427"
58.00618,-165.19792,1996,5.323,"walleye pollock",3.9,"1996_58.00618_-165.19792"
58.00727,-172.269,1996,23.666,"walleye pollock",3.3,"1996_58.00727_-172.269"
56.99525,-167.0894,1996,202.429,"walleye pollock",3.1,"1996_56.99525_-167.0894"
56.99702,-165.83847,1996,7.4833,"walleye pollock",1.2,"1996_56.99702_-165.83847"
56.99705,-167.67888,1996,81.5812,"walleye pollock",-9999,"1996_56.99705_-167.67888"
57.82117,-170.60002,1996,23.0937,"walleye pollock",2.7,"1996_57.82117_-170.60002"
57.33952,-159.65797,1996,4.4663,"walleye pollock",4.6,"1996_57.33952_-159.65797"
57.34097,-168.99993,1996,651.6566,"walleye pollock",4,"1996_57.34097_-168.99993"
57.34133,-160.3058,1996,14.0084,"walleye pollock",4.5,"1996_57.34133_-160.3058"
57.00123,-161.53653,1996,131.1121,"walleye pollock",3.9,"1996_57.00123_-161.53653"
57.824,-169.97977,1996,49.433,"walleye pollock",2.8,"1996_57.824_-169.97977"
57.82772,-169.3457,1996,27.0627,"walleye pollock",2.6,"1996_57.82772_-169.3457"
57.34137,-173.32873,1996,0.1189,"walleye pollock",3.8,"1996_57.34137_-173.32873"
57.34282,-164.6166,1996,0,"walleye pollock",2.5,"1996_57.34282_-164.6166"
57.84407,-168.73535,1996,14.0174,"walleye pollock",2.1,"1996_57.84407_-168.73535"
57.34287,-162.75305,1996,31.4453,"walleye pollock",4.5,"1996_57.34287_-162.75305"
57.34422,-168.3611,1996,345.4517,"walleye pollock",3.6,"1996_57.34422_-168.3611"
57.63147,-167.76118,1996,69.2644,"walleye pollock",2.8,"1996_57.63147_-167.76118"
57.15973,-169.86398,1996,0,"walleye pollock",5.6,"1996_57.15973_-169.86398"
57.15997,-169.29622,1996,972.0042,"walleye pollock",4.5,"1996_57.15997_-169.29622"
57.34513,-170.22843,1996,0.0415,"walleye pollock",6.2,"1996_57.34513_-170.22843"
57.34917,-162.14998,1996,78.2721,"walleye pollock",4.6,"1996_57.34917_-162.14998"
57.35397,-170.83478,1996,378.301,"walleye pollock",4.9,"1996_57.35397_-170.83478"
57.65143,-161.55068,1996,112.4323,"walleye pollock",4.5,"1996_57.65143_-161.55068"
57.16067,-170.48447,1996,0.22,"walleye pollock",6.3,"1996_57.16067_-170.48447"
57.17458,-168.62165,1996,1155.6777,"walleye pollock",4,"1996_57.17458_-168.62165"
57.65452,-160.88618,1996,37.8225,"walleye pollock",4.4,"1996_57.65452_-160.88618"
57.65455,-169.66222,1996,29.2555,"walleye pollock",3.3,"1996_57.65455_-169.66222"
57.50125,-169.33122,1996,137.179,"walleye pollock",4,"1996_57.50125_-169.33122"
57.65625,-167.13543,1996,19.1228,"walleye pollock",1,"1996_57.65625_-167.13543"
57.65683,-158.3545,1996,1.7317,"walleye pollock",5.5,"1996_57.65683_-158.3545"
57.6569,-170.2684,1996,295.8237,"walleye pollock",3.2,"1996_57.6569_-170.2684"
57.98208,-169.69575,1996,32.6075,"walleye pollock",2.4,"1996_57.98208_-169.69575"
57.98283,-167.81573,1996,20.8939,"walleye pollock",2.3,"1996_57.98283_-167.81573"
